GenomeName,A_content,T_content,G_content,C_content,Size
g__Alphabaculovirus.s__Helicoverpa_armigera_multiple_nucleopolyhedrovirus,44199,29606,29412,37117,140334
g__Alphabaculovirus.s__Helicoverpa_armigera_nucleopolyhedrovirus,39055,24139,24307,32922,120423
g__Alphabaculovirus.s__Helicoverpa_zea_single_nucleopolyhedrovirus,37548,22869,23163,31821,115401
g__Alphabaculovirus.s__Hyphantria_cunea_nucleopolyhedrovirus,33868,28217,27723,29319,119127
g__Alphabaculovirus.s__Leucania_separata_nucleopolyhedrovirus,37808,34909,37193,30973,140883
g__Alphabaculovirus.s__Lymantria_dispar_multiple_nucleopolyhedrovirus,32024,40817,41816,26853,141510
g__Alphabaculovirus.s__Lymantria_xylina_MNPV,32842,39282,40533,27416,140073
g__Alphabaculovirus.s__Mamestra_configurata_nucleopolyhedrovirus_A,45003,30103,29833,37516,142455
g__Alphabaculovirus.s__Maruca_vitrata_nucleopolyhedrovirus,34072,21115,20674,28398,104259
g__Alphabaculovirus.s__Orgyia_leucostigma_NPV,39058,27133,26422,33303,125916
g__Alphabaculovirus.s__Orgyia_pseudotsugata_multiple_nucleopolyhedrovirus,27788,33303,33626,23675,118392
g__Alphabaculovirus.s__Plutella_xylostella_multiple_nucleopolyhedrovirus,39854,25172,24842,33177,123045
g__Alphabaculovirus.s__Spodoptera_exigua_multiple_nucleopolyhedrovirus,36597,26328,28749,29203,120877
g__Alphabaculovirus.s__Spodoptera_frugiperda_multiple_nucleopolyhedrovirus,39509,24388,25749,32271,121917
g__Alphabaculovirus.s__Spodoptera_litura_nucleopolyhedrovirus,38063,28592,26579,31671,124905
g__Alphabaculovirus.s__Spodoptera_litura_nucleopolyhedrovirus_II,37339,28294,30981,29907,126521
g__Alphabaculovirus.s__Thysanoplusia_orichalcea_nucleopolyhedrovirus,39489,24513,24041,32623,120666
g__Alphabaculovirus.s__Trichoplusia_ni_single_nucleopolyhedrovirus,41191,25112,25484,34714,126426
g__Alphacarmotetravirus.s__Providence_virus,1348,1394,1264,1131,5137
g__Alphacoronavirus.s__Bat_coronavirus_1A,1868,1401,1269,2413,6951
g__Alphacoronavirus.s__Bat_coronavirus_1B,1893,1393,1267,2428,6981
g__Alphacoronavirus.s__Bat_coronavirus_CDPHE15_USA_2006,4732,4480,3555,6673,19440
g__Alphacoronavirus.s__Bat_coronavirus_HKU10,1969,1503,1364,2475,7311
g__Alphacoronavirus.s__Human_coronavirus_229E,1685,1302,1194,2092,6273
g__Alphacoronavirus.s__Human_coronavirus_NL63,1711,1284,1186,2617,6798
g__Alphacoronavirus.s__Miniopterus_bat_coronavirus_HKU8,1882,1703,1606,2603,7794
g__Alphacoronavirus.s__Porcine_epidemic_diarrhea_virus,1769,1545,1464,2287,7065
g__Alphacoronavirus.s__Rhinolophus_bat_coronavirus_HKU2,4522,4254,3092,6735,18603
g__Alphacoronavirus.s__Scotophilus_bat_coronavirus_512,1819,1497,1424,2151,6891
g__Alphacryptovirus.s__Beet_cryptic_virus_1,808,627,1023,863,3321
g__Alphacryptovirus.s__Dill_cryptic_virus_1,854,588,1015,867,3324
g__Alphacryptovirus.s__Red_clover_cryptic_virus_1,837,583,972,923,3315
g__Alphacryptovirus.s__Vicia_cryptic_virus,1001,633,1152,1005,3791
g__Alphacryptovirus.s__White_clover_cryptic_virus_1,819,597,986,913,3315
g__Alphaflexiviridae_noname.s__Blackberry_virus_E,1965,1622,2303,1451,7341
g__Alphafusellovirus.s__Sulfolobus_spindle_shaped_virus_1,4797,3219,2594,3895,14505
g__Alphafusellovirus.s__Sulfolobus_spindle_shaped_virus_2,4350,2817,2374,3914,13455
g__Alphafusellovirus.s__Sulfolobus_spindle_shaped_virus_4,4942,3122,2635,4223,14922
g__Alphafusellovirus.s__Sulfolobus_spindle_shaped_virus_5,4966,3156,2675,4266,15063
g__Alphafusellovirus.s__Sulfolobus_spindle_shaped_virus_7,5602,3733,2952,4738,17025
g__Alphafusellovirus.s__Sulfolobus_virus_Kamchatka_1,5113,3526,2727,4453,15819
g__Alphafusellovirus.s__Sulfolobus_virus_Ragged_Hills,5314,3439,2663,4706,16122
g__Alphamesonivirus.s__Alphamesonivirus_1,6890,2961,4159,5906,19916
g__Alphanecrovirus.s__Olive_latent_virus_1,948,800,799,831,3378
g__Alphanecrovirus.s__Olive_mild_mosaic_virus,955,809,796,815,3375
g__Alphanecrovirus.s__Tobacco_necrosis_virus_A,1005,878,867,826,3576
g__Alphanodavirus.s__Black_beetle_virus,1290,1170,1174,1127,4761
g__Alphanodavirus.s__Boolarra_virus,1283,1097,1137,1013,4530
g__Alphanodavirus.s__Flock_house_virus,1245,1113,1124,1060,4542
g__Alphanodavirus.s__Nodamura_virus,979,1188,1209,956,4332
g__Alphanodavirus.s__Pariacoto_virus,1143,1189,1108,961,4401
g__Alphapapillomavirus.s__Alphapapillomavirus_10,2363,1655,1502,2033,7553
g__Alphapapillomavirus.s__Alphapapillomavirus_11,2228,1428,1197,1876,6729
g__Alphapapillomavirus.s__Alphapapillomavirus_12,1928,1875,1576,1689,7068
g__Alphapapillomavirus.s__Alphapapillomavirus_13,2046,1490,1348,1752,6636
g__Alphapapillomavirus.s__Alphapapillomavirus_14,1944,1758,1669,1688,7059
g__Alphapapillomavirus.s__Alphapapillomavirus_1,2092,1505,1347,1857,6801
g__Alphapapillomavirus.s__Alphapapillomavirus_2,1929,1765,1491,1709,6894
g__Alphapapillomavirus.s__Alphapapillomavirus_3,1965,1779,1589,1717,7050
g__Alphapapillomavirus.s__Alphapapillomavirus_4,1845,1828,1594,1708,6975
g__Alphapapillomavirus.s__Alphapapillomavirus_5,2201,1400,1272,1871,6744
g__Alphapapillomavirus.s__Alphapapillomavirus_6,1601,1156,1068,1455,5280
g__Alphapapillomavirus.s__Alphapapillomavirus_7,2265,1613,1492,2082,7452
g__Alphapapillomavirus.s__Alphapapillomavirus_8,2102,1512,1241,1903,6758
g__Alphapapillomavirus.s__Alphapapillomavirus_9,2468,1436,1341,2134,7379
g__Alphapermutotetravirus.s__Euprosterna_elaeasa_virus,953,1119,876,826,3774
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_BAL199,869464,1728290,1665065,898886,5161705
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_HIMB114,459911,203584,150295,380148,1193938
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_HIMB59,478903,237148,202660,438897,1357608
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_HIMB5,510062,217926,154675,414063,1296726
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_SCGC_AAA024_N17,108700,49338,37486,93101,288583
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_SCGC_AAA027_C06,271746,119032,90524,224853,706143
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_SCGC_AAA027_J10,281795,125572,94928,235910,738196
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_SCGC_AAA027_L15,256126,112082,84438,213968,666605
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_SCGC_AAA280_B11,233944,105188,80654,199296,619058
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_SCGC_AAA280_P20,254089,111378,84548,210980,660989
g__Alphaproteobacteria_noname.s__alpha_proteobacterium_SCGC_AAA300_J04,167554,119888,94406,158039,539878
g__Alphaproteobacteria_noname.s__Polymorphum_gilvum,656375,1349282,1413142,659422,4078221
g__Alphaproteobacteria_noname.s__SAR116_cluster_alpha_proteobacterium_HIMB100,529542,613067,522386,563991,2228986
g__Alpharetrovirus.s__Avian_carcinoma_virus,628,765,718,519,2630
g__Alpharetrovirus.s__Avian_leukosis_virus,1569,1865,1589,1478,6501
g__Alpharetrovirus.s__Avian_myelocytomatosis_virus,786,977,968,639,3370
g__Alpharetrovirus.s__Fujinami_sarcoma_virus,962,1476,1219,764,4421
g__Alpharetrovirus.s__Rous_sarcoma_virus,1956,2429,2164,1791,8340
g__Alpharetrovirus.s__UR2_sarcoma_virus,2078,2333,1950,1922,8283
g__Alpharetrovirus.s__Y73_sarcoma_virus,1956,2429,2164,1791,8340
g__Alphatorquevirus.s__Torque_teno_virus_10,851,587,703,554,2695
g__Alphatorquevirus.s__Torque_teno_virus_12,890,571,707,524,2692
g__Alphatorquevirus.s__Torque_teno_virus_14,735,705,754,509,2703
g__Alphatorquevirus.s__Torque_teno_virus_15,892,579,735,533,2739
g__Alphatorquevirus.s__Torque_teno_virus_16,868,595,738,556,2757
g__Alphatorquevirus.s__Torque_teno_virus_19,793,674,748,533,2730
g__Alphatorquevirus.s__Torque_teno_virus_1,927,558,686,554,2725
g__Alphatorquevirus.s__Torque_teno_virus_25,863,673,760,548,2844
g__Alphatorquevirus.s__Torque_teno_virus_26,782,785,792,530,2889
g__Alphatorquevirus.s__Torque_teno_virus_27,847,580,776,516,2719
g__Alphatorquevirus.s__Torque_teno_virus_28,866,525,711,512,2614
g__Alphatorquevirus.s__Torque_teno_virus_2,791,637,687,435,2550
g__Alphatorquevirus.s__Torque_teno_virus_3,759,463,580,428,2230
g__Alphatorquevirus.s__Torque_teno_virus_4,816,594,759,498,2667
g__Alphatorquevirus.s__Torque_teno_virus_6,857,546,648,548,2599
g__Alphatorquevirus.s__Torque_teno_virus_7,975,623,721,612,2931
g__Alphatorquevirus.s__Torque_teno_virus_8,872,573,698,543,2686
g__Alphavirus.s__Aura_virus,3279,2725,2796,2435,11235
g__Alphavirus.s__Barmah_Forest_virus,3124,2616,2685,2306,10725
g__Alphavirus.s__Bebaru_virus,2429,2525,2382,1928,9264
g__Alphavirus.s__Chikungunya_virus,3244,2866,2821,2241,11172
g__Alphavirus.s__Eastern_equine_encephalitis_virus,3177,2735,2784,2512,11208
g__Alphavirus.s__Eilat_virus,2758,2427,3434,2154,10773
g__Alphavirus.s__Fort_Morgan_virus,3066,2801,2646,2578,11091
g__Alphavirus.s__Highlands_J_virus,2802,2417,2442,2170,9831
g__Alphavirus.s__Mayaro_virus,3012,2861,2768,2402,11043
g__Alphavirus.s__Ndumu_virus,2499,2555,2137,1980,9171
g__Alphavirus.s__O_nyong_nyong_virus,1179,882,957,775,3793
g__Alphavirus.s__Ross_River_virus,3130,3043,2870,2369,11253
g__Alphavirus.s__Salmon_pancreas_disease_virus,2861,3341,3335,2232,11769
g__Alphavirus.s__Semliki_forest_virus,2927,3010,2923,2198,11058
g__Alphavirus.s__Sindbis_virus,2745,2447,2583,2022,9797
g__Alphavirus.s__Southern_elephant_seal_virus,2503,2368,2195,2168,9234
g__Alphavirus.s__Venezuelan_equine_encephalitis_virus,3233,2911,2824,2476,11444
g__Alphavirus.s__Western_equine_encephalitis_virus,3135,2752,2758,2470,11115
g__Alteromonadales_noname.s__Alteromonadales_bacterium_TW_7,1145774,783075,696919,1033717,3659485
g__Alteromonadales_noname.s__gamma_proteobacterium_IMCC1989,723625,562089,489014,681638,2456366
g__Alteromonas.s__Alteromonas_macleodii,4398562,3667616,3300229,4034135,15400053
g__Alteromonas.s__Alteromonas_sp_SN2,1226830,997310,888427,1155935,4268502
g__Amdovirus.s__Aleutian_mink_disease_virus,1467,783,748,938,3936
g__Aminobacterium.s__Aminobacterium_colombiense,489338,442657,375073,482057,1789125
g__Aminomonas.s__Aminomonas_paucivorans,370636,844343,779357,389239,2383575
g__Ammonifex.s__Ammonifex_degensii,365959,582952,505793,360785,1815489
g__Amorphus.s__Amorphus_coralli,604394,1256406,1304779,629220,3794799
g__Ampelovirus.s__Blackberry_vein_banding_associated_virus,4186,4601,3203,4132,16122
g__Ampelovirus.s__Grapevine_leafroll_associated_virus_10,3472,3286,2619,3865,13242
g__Ampelovirus.s__Grapevine_leafroll_associated_virus_1,4488,4550,3005,4385,16428
g__Ampelovirus.s__Grapevine_leafroll_associated_virus_3,4299,4262,3181,4276,16018
g__Ampelovirus.s__Grapevine_leafroll_associated_virus_4,3917,3295,2515,3663,13390
g__Ampelovirus.s__Grapevine_leafroll_associated_virus_5,4300,3689,2900,4037,14926
g__Ampelovirus.s__Grapevine_leafroll_associated_virus_6,3777,3371,2618,3606,13372
g__Ampelovirus.s__Little_cherry_virus_2,4360,3316,2541,4031,14248
g__Ampelovirus.s__Pineapple_mealybug_wilt_associated_virus_1,3735,3089,2290,3417,12531
g__Ampelovirus.s__Plum_bark_necrosis_stem_pitting_associated_virus,3667,3178,2507,4311,13663
g__Amphibacillus.s__Amphibacillus_jilinensis,1018240,667393,515819,932773,3134225
g__Amphibacillus.s__Amphibacillus_xylanus,725230,435815,335104,630515,2126664
g__Amphritea.s__Amphritea_japonica,849842,868962,739688,869334,3327826
g__Ampullavirus.s__Acidianus_bottle_shaped_virus,7678,3875,3660,6498,21705
g__Amycolatopsis.s__Amycolatopsis_alba,1331810,2953682,2970497,1293751,8549737
g__Amycolatopsis.s__Amycolatopsis_balhimycina,1348933,3302204,3352397,1321066,9324597
g__Amycolatopsis.s__Amycolatopsis_benzoatilytica,1110228,2643714,2586219,1099950,7440099
g__Amycolatopsis.s__Amycolatopsis_decaplanina,1175472,2613158,2605544,1146384,7540519
g__Amycolatopsis.s__Amycolatopsis_halophila,54328,113751,109328,50508,327915
g__Amycolatopsis.s__Amycolatopsis_mediterranei,1318091,3292500,3340317,1289200,9240108
g__Amycolatopsis.s__Amycolatopsis_methanolica,860398,2241679,2154150,860711,6116917
g__Amycolatopsis.s__Amycolatopsis_nigrescens,1190686,2899923,2793236,1168773,8052615
g__Amycolatopsis.s__Amycolatopsis_orientalis,1225640,2785358,2771908,1200961,7983867
g__Amycolatopsis.s__Amycolatopsis_sp_ATCC_39116,1020581,2711137,2621816,1030562,7384096
g__Amycolatopsis.s__Amycolatopsis_vancoresmycina,1129775,2887010,2905211,1102945,8024209
g__Amycolicicoccus.s__Amycolicicoccus_subflavus,792027,1339947,1316147,801454,4249575
g__Anabaena.s__Anabaena_sp_90,1290150,842086,745037,1213128,4090401
g__Anabaena.s__Anabaena_sp_PCC_7108,1479155,994285,885156,1385415,4744011
g__Anabaena.s__Anabaena_variabilis,1529689,1137764,1061590,1437920,5166963
g__Anaerobaculum.s__Anaerobaculum_hydrogeniformans,572334,538261,427176,514400,2052171
g__Anaerobaculum.s__Anaerobaculum_mobile,525451,526872,419386,476458,1948167
g__Anaerococcus.s__Anaerococcus_hydrogenalis,1016654,459394,313093,775830,2564971
g__Anaerococcus.s__Anaerococcus_lactolyticus,712751,386149,298759,548772,1946416
g__Anaerococcus.s__Anaerococcus_obesiensis,680361,303932,203188,518595,1706076
g__Anaerococcus.s__Anaerococcus_prevotii,1187209,635015,484409,892371,3199004
g__Anaerococcus.s__Anaerococcus_sp_PH9,605008,273162,180973,457801,1516944
g__Anaerococcus.s__Anaerococcus_tetradius,699208,370905,279779,533986,1883872
g__Anaerococcus.s__Anaerococcus_vaginalis,679100,297031,196716,514345,1687192
g__Anaerofustis.s__Anaerofustis_stercorihominis,741971,404036,281913,558963,1986883
g__Anaeroglobus.s__Anaeroglobus_geminatus,414769,431992,371906,397896,1616563
g__Anaerolinea.s__Anaerolinea_thermophila,711371,891509,851156,752931,3206967
g__Anaeromusa.s__Anaeromusa_acidaminophila,771260,861319,664633,772337,3069549
g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans,1040854,3262576,3192422,1108811,8604663
g__Anaeromyxobacter.s__Anaeromyxobacter_sp_Fw109_5,607772,1721469,1734910,635106,4699257
g__Anaeromyxobacter.s__Anaeromyxobacter_sp_K,560102,1726215,1690272,592108,4568697
g__Anaerophaga.s__Anaerophaga_thermohalophila,2015943,1533780,1316386,1812314,6678423
g__Anaerostipes.s__Anaerostipes_caccae,1008674,853923,629598,809373,3301568
g__Anaerostipes.s__Anaerostipes_hadrus,892462,565163,388748,683651,2530024
g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA,871167,748814,553231,699906,2873112
g__Anaerotruncus.s__Anaerotruncus_colihominis,768644,979890,867080,751478,3367092
g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,658053,845125,756920,609262,2869360
g__Anaplasma.s__Anaplasma_centrale,256605,288859,217201,248680,1011345
g__Anaplasma.s__Anaplasma_marginale,289394,319825,244802,279250,1132899
g__Anaplasma.s__Anaplasma_phagocytophilum,407407,364305,246068,407713,1425493
g__Ancylobacter.s__Ancylobacter_sp_FA202,715827,1540271,1595587,774693,4626036
g__Anelloviridae_noname.s__Seal_anellovirus_TFFN_USA_2006,260,241,229,221,951
g__Anelloviridae_noname.s__Small_anellovirus,1875,766,1060,1112,4813
g__Anelloviridae_noname.s__Torque_teno_virus,1062,910,1071,730,3725
g__Anelloviridae_noname.s__TTV_like_mini_virus,1085,409,599,520,2613
g__Aneurinibacillus.s__Aneurinibacillus_aneurinilyticus,1352743,1142499,889671,1216840,4601753
g__Anoxybacillus.s__Anoxybacillus_flavithermus,2509194,1932466,1526154,2196153,8163967
g__Anoxybacillus.s__Anoxybacillus_kamchatkensis,769940,581565,453898,675449,2480852
g__Anoxybacillus.s__Anoxybacillus_sp_DT3_1,732762,553471,435819,638538,2360590
g__Anoxybacillus.s__Anoxybacillus_sp_SK3_4,741137,567378,448897,645871,2403283
g__Anulavirus.s__Pelargonium_zonate_spot_virus,1686,1680,1254,1890,6510
g__Aparavirus.s__Solenopsis_invicta_virus_1,2520,1561,1397,2148,7605
g__Aparavirus.s__Taura_syndrome_virus,2642,2170,1855,2693,9360
g__Aphthovirus.s__Bovine_rhinitis_B_virus,1938,1481,1643,1781,6843
g__Aphthovirus.s__Equine_rhinitis_A_virus,1711,1605,1490,1941,6747
g__Apscaviroid.s__Apple_dimple_fruit_viroid,61,92,87,66,306
g__Apscaviroid.s__Apple_scar_skin_viroid,66,98,101,64,329
g__Apscaviroid.s__Australian_grapevine_viroid,76,109,103,83,371
g__Apscaviroid.s__Citrus_bent_leaf_viroid,57,99,94,76,326
g__Apscaviroid.s__Citrus_dwarfing_viroid,70,85,75,62,292
g__Apscaviroid.s__Citrus_viroid_V,54,88,89,63,294
g__Apscaviroid.s__Citrus_viroid_VI,68,98,100,64,330
g__Apscaviroid.s__Grapevine_yellow_speckle_viroid_1,64,107,113,82,366
g__Apscaviroid.s__Grapevine_yellow_speckle_viroid_2,68,106,112,77,363
g__Apscaviroid.s__Pear_blister_canker_viroid,54,99,92,70,315
g__Apscaviroid.s__Persimmon_viroid_2,69,111,103,75,358
g__Aquabirnavirus.s__Infectious_pancreatic_necrosis_virus,1623,1392,1585,857,5457
g__Aquabirnavirus.s__Marine_birnavirus,782,633,738,385,2538
g__Aquabirnavirus.s__Paralichthys_olivaceus_birnavirus,1744,1477,1677,961,5859
g__Aquabirnavirus.s__Yellowtail_ascites_virus,1741,1490,1691,937,5859
g__Aquamavirus.s__Aquamavirus_A,1565,1335,1314,1939,6153
g__Aquareovirus.s__Aquareovirus_A,3769,4297,5821,4385,18272
g__Aquareovirus.s__Aquareovirus_C,4593,5008,7714,5548,22863
g__Aquaspirillum.s__Aquaspirillum_serpens,563779,606540,545184,580079,2295582
g__Aquifex.s__Aquifex_aeolicus,469483,350726,278348,342169,1440726
g__Aquimarina.s__Aquimarina_agarilytica,1324604,706020,544517,1139016,3714157
g__Arcanobacterium.s__Arcanobacterium_haemolyticum,389210,473746,444217,404311,1711484
g__Archaea_noname.s__halophilic_archaeon_DL31,455361,782838,779095,392577,2409871
g__Archaeoglobus.s__Archaeoglobus_fulgidus,541895,567320,409968,459281,1978464
g__Archaeoglobus.s__Archaeoglobus_profundus,451771,369374,237871,375960,1434976
g__Archaeoglobus.s__Archaeoglobus_sulfaticallidus,558852,474083,325850,452972,1811757
g__Archaeoglobus.s__Archaeoglobus_veneficus,483553,455865,346549,386029,1671996
g__Arcobacter.s__Arcobacter_butzleri,1472900,583009,391936,1193143,3640985
g__Arcobacter.s__Arcobacter_nitrofigilis,1152628,496579,345162,949888,2944257
g__Arcobacter.s__Arcobacter_sp_L,1099004,436745,293028,902681,2731458
g__Arcticibacter.s__Arcticibacter_svalbardensis,1285962,869620,719002,1183342,4057926
g__Arenaviridae_noname.s__CAS_virus,3230,1874,1703,2619,9426
g__Arenaviridae_noname.s__Golden_Gate_virus,3122,2099,1751,2640,9612
g__Arenavirus.s__Allpahuayo_virus,3187,2318,1723,2876,10104
g__Arenavirus.s__Amapari_virus,3095,2246,1720,2938,9999
g__Arenavirus.s__Bear_Canyon_virus,3251,2115,1759,2955,10080
g__Arenavirus.s__Chapare_virus,3222,2179,1787,2880,10068
g__Arenavirus.s__Cupixi_virus,3094,2278,1898,2774,10044
g__Arenavirus.s__Flexal_virus,3107,2306,1860,2846,10119
g__Arenavirus.s__Guanarito_virus,3121,2241,1760,2886,10008
g__Arenavirus.s__Ippy_virus,3167,2205,1914,2848,10134
g__Arenavirus.s__Junin_virus,3127,2263,1850,2831,10071
g__Arenavirus.s__Lassa_virus,3137,2344,1856,2806,10143
g__Arenavirus.s__Latino_virus,3247,2209,1764,2995,10215
g__Arenavirus.s__Lujo_virus,3104,2245,1967,2719,10035
g__Arenavirus.s__Luna_virus,3097,2289,1893,2855,10134
g__Arenavirus.s__Lunk_virus_NKS_1,2973,2221,1871,2628,9693
g__Arenavirus.s__Lymphocytic_choriomeningitis_virus,3095,2333,1916,2751,10095
g__Arenavirus.s__Machupo_virus,3122,2307,1832,2840,10101
g__Arenavirus.s__Mobala_virus,3161,2253,1820,2912,10146
g__Arenavirus.s__Mopeia_Lassa_virus_reassortant_29,3102,2348,1977,2785,10212
g__Arenavirus.s__Mopeia_virus,3085,2335,2015,2774,10209
g__Arenavirus.s__Morogoro_virus,3127,2343,1987,2743,10194
g__Arenavirus.s__Oliveros_virus,3292,2149,1855,2943,10239
g__Arenavirus.s__Parana_virus,3261,2253,1669,2919,10102
g__Arenavirus.s__Pichinde_virus,3149,2241,1920,2749,10059
g__Arenavirus.s__Pirital_virus,3223,2250,1791,2874,10138
g__Arenavirus.s__Sabia_virus,3239,2169,1763,2927,10098
g__Arenavirus.s__Tacaribe_virus,3130,2311,1849,2832,10122
g__Arenavirus.s__Tamiami_virus,3152,2253,1869,2837,10111
g__Arenavirus.s__Whitewater_Arroyo_virus,3226,2176,1758,2920,10080
g__Arenimonas.s__Arenimonas_oryziterrae,478258,901565,943491,476127,2799441
